codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1
460119,Masculino,Não,29,Sim,Enfermagem,1.0,Baixa,4.0,Cat_6
460122,Feminino,Não,39,Não,Artista,1.0,Baixa,1.0,Cat_6
460124,Feminino,Não,41,Sim,Artista,0.0,Baixa,3.0,Cat_6
460126,Feminino,Sim,48,Sim,Marketing,8.0,Baixa,,Cat_6
460134,Masculino,Sim,40,Sim,Entretenimento,9.0,Alta,3.0,Cat_6
460135,Feminino,Não,25,Sim,Enfermagem,4.0,Baixa,3.0,Cat_6
460140,Feminino,Sim,41,Sim,Artista,7.0,Baixa,2.0,Cat_6
460141,Masculino,Não,37,Sim,Artista,11.0,Baixa,1.0,Cat_6
460144,Feminino,Não,53,Sim,Medicina,0.0,Baixa,,Cat_3
460146,Feminino,Sim,51,Sim,Engenharia,0.0,Média,3.0,Cat_3
460147,Masculino,Sim,73,Sim,Entretenimento,1.0,Média,3.0,Cat_6
460157,Masculino,Sim,61,Não,,1.0,Baixa,5.0,Cat_4
460160,Masculino,Não,39,Sim,Entretenimento,5.0,Baixa,1.0,Cat_3
460162,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_2
460166,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,7.0,Cat_2
460167,Feminino,Não,23,Não,Entretenimento,1.0,Baixa,5.0,Cat_2
460168,Masculino,Sim,83,Sim,Empreendedorismo,0.0,Alta,2.0,Cat_2
460171,Feminino,Sim,62,Sim,Artista,1.0,Alta,2.0,Cat_6
460174,Feminino,Não,43,Sim,Artista,9.0,Baixa,4.0,Cat_6
460175,Feminino,Não,27,Não,Artista,0.0,Baixa,5.0,Cat_2
460177,Masculino,Não,50,Sim,Artista,0.0,Baixa,1.0,Cat_6
460179,Feminino,Não,23,Não,Entretenimento,0.0,Baixa,6.0,Cat_2
460183,Masculino,Não,35,Não,Entretenimento,9.0,Baixa,2.0,Cat_6
460185,Masculino,Não,32,Não,Enfermagem,9.0,Baixa,3.0,Cat_6
460187,Feminino,Não,42,Sim,Medicina,2.0,Baixa,3.0,Cat_6
460189,Masculino,Não,33,Não,Entretenimento,13.0,Baixa,1.0,Cat_6
460190,Feminino,Não,28,Sim,Entretenimento,9.0,Baixa,3.0,Cat_6
460192,Masculino,Sim,35,Sim,,1.0,Baixa,2.0,Cat_7
460196,Feminino,Não,35,Sim,Enfermagem,9.0,Baixa,2.0,Cat_6
460206,Feminino,Sim,39,Sim,Entretenimento,0.0,Baixa,2.0,Cat_6
460211,Masculino,Sim,28,,Artista,6.0,Baixa,1.0,Cat_6
460212,Masculino,Sim,35,Sim,Entretenimento,11.0,Baixa,6.0,Cat_6
460214,Feminino,Sim,45,Sim,Engenharia,0.0,Média,2.0,Cat_6
460222,Feminino,,73,Sim,Direito,4.0,Alta,,Cat_6
460223,Masculino,Não,52,Não,Entretenimento,1.0,Baixa,1.0,Cat_6
460227,Masculino,Não,28,Não,Enfermagem,0.0,Baixa,3.0,Cat_6
460242,Masculino,Sim,38,Sim,Enfermagem,9.0,Baixa,3.0,Cat_6
460243,Feminino,Não,42,Sim,Entretenimento,8.0,Baixa,1.0,Cat_6
460247,Feminino,Não,26,Não,Medicina,9.0,Baixa,,Cat_6
460248,Feminino,Não,27,Sim,Enfermagem,7.0,Baixa,2.0,Cat_6
460252,Masculino,Sim,41,Sim,Artista,0.0,Baixa,2.0,Cat_6
460263,Masculino,Sim,41,Sim,Artista,1.0,Baixa,2.0,Cat_6
460265,Masculino,Sim,47,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6
460270,Masculino,Não,35,Sim,Medicina,8.0,Baixa,1.0,Cat_6
460272,Feminino,Não,88,Sim,Direito,0.0,Baixa,1.0,Cat_6
460275,Feminino,Não,46,Sim,Artista,6.0,Baixa,1.0,Cat_6
460276,Feminino,Sim,41,Sim,Artista,3.0,Baixa,2.0,Cat_6
460281,Feminino,Não,30,Sim,Medicina,10.0,Baixa,5.0,Cat_6
460283,Masculino,Sim,43,Sim,Medicina,12.0,Baixa,2.0,Cat_6
460284,Feminino,Não,29,Sim,Entretenimento,9.0,Baixa,2.0,Cat_6
460287,Masculino,Sim,48,Sim,Artista,1.0,Baixa,1.0,Cat_6
460289,Feminino,Sim,61,Sim,Artista,4.0,Média,6.0,Cat_4
460298,Feminino,Não,51,Sim,Direito,2.0,Baixa,1.0,Cat_6
460303,Feminino,Não,38,Sim,Artista,2.0,Baixa,1.0,
460305,Feminino,,49,Sim,Entretenimento,0.0,Alta,1.0,Cat_6
460306,Feminino,Não,43,Sim,Enfermagem,9.0,Baixa,1.0,Cat_6
460310,Masculino,Não,27,Não,Enfermagem,14.0,Baixa,4.0,Cat_6
460315,Feminino,Não,35,Não,Medicina,14.0,Baixa,6.0,Cat_7
460319,Feminino,Sim,39,Não,Medicina,4.0,Média,2.0,Cat_7
460322,Feminino,Sim,52,Não,Engenharia,9.0,Baixa,,Cat_6
460323,Feminino,Não,38,Sim,Engenharia,10.0,Baixa,1.0,Cat_6
460324,Feminino,Não,30,Sim,Entretenimento,12.0,Baixa,2.0,Cat_6
460327,Feminino,Não,43,Sim,Artista,10.0,Baixa,1.0,Cat_6
460333,Feminino,Não,42,Não,Entretenimento,10.0,Baixa,4.0,Cat_6
460336,Feminino,Não,46,Sim,Artista,2.0,Baixa,1.0,Cat_7
460340,Feminino,Não,47,Sim,Artista,11.0,Baixa,2.0,Cat_6
460341,Feminino,Não,32,Não,Entretenimento,13.0,Baixa,5.0,Cat_7
460344,Feminino,Sim,53,Sim,Artista,11.0,Média,2.0,Cat_6
460346,Feminino,Sim,43,Sim,Artista,12.0,Média,,Cat_6
460348,Feminino,Não,39,Sim,Artista,0.0,Baixa,2.0,Cat_6
460349,Masculino,,42,Sim,Artista,3.0,Média,2.0,Cat_6
460354,Feminino,Não,37,Sim,Artista,3.0,Baixa,1.0,Cat_3
460356,Masculino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
460358,Masculino,Não,30,Não,Marketing,1.0,Baixa,1.0,Cat_3
460361,Feminino,Sim,49,Sim,Artista,0.0,Baixa,1.0,Cat_4
460362,Masculino,Sim,55,Sim,Enfermagem,0.0,Baixa,3.0,Cat_4
460365,Feminino,Sim,59,Sim,Medicina,1.0,Baixa,2.0,Cat_4
460369,Feminino,Sim,46,Sim,Artista,,Baixa,2.0,Cat_6
460370,Feminino,Sim,27,Sim,Empreendedorismo,9.0,Alta,2.0,Cat_6
460371,Feminino,Não,25,Sim,Artista,1.0,Baixa,2.0,Cat_6
460378,Feminino,Não,37,Sim,Medicina,1.0,Baixa,1.0,Cat_6
460379,Masculino,Não,38,Sim,Artista,9.0,Baixa,3.0,Cat_6
460380,Masculino,Não,29,Sim,Entretenimento,9.0,Baixa,3.0,Cat_6
460381,Masculino,Não,28,Sim,Artista,11.0,Baixa,2.0,Cat_6
460384,Feminino,Sim,27,Sim,Marketing,8.0,Baixa,2.0,Cat_6
460387,Feminino,Não,42,Não,Entretenimento,3.0,Baixa,2.0,Cat_6
460388,Feminino,Não,43,Sim,Artista,14.0,Baixa,2.0,Cat_6
460389,Feminino,Sim,40,Sim,Enfermagem,8.0,Média,2.0,Cat_6
460390,Masculino,Não,41,Sim,Artista,9.0,Baixa,3.0,Cat_6
460392,Masculino,Sim,46,Não,Entretenimento,8.0,Baixa,1.0,Cat_1
460394,Feminino,Não,32,Sim,Enfermagem,9.0,Baixa,3.0,Cat_6
460397,Feminino,Não,56,Sim,Entretenimento,1.0,Baixa,1.0,Cat_6
460399,Masculino,Não,28,Sim,Marketing,12.0,Baixa,1.0,Cat_6
460401,Feminino,Não,25,Sim,Artista,0.0,Baixa,3.0,Cat_7
460404,Masculino,Sim,42,Sim,Artista,6.0,Baixa,7.0,Cat_6
460405,Feminino,Não,41,Sim,Entretenimento,5.0,Baixa,2.0,Cat_6
460406,Masculino,Sim,36,Sim,Enfermagem,3.0,Baixa,2.0,Cat_6
460408,Feminino,Não,42,Sim,Artista,2.0,Baixa,1.0,Cat_6
460409,Feminino,Não,42,Sim,Artista,8.0,Baixa,4.0,Cat_6
460415,Feminino,Não,55,Sim,Entretenimento,1.0,Baixa,2.0,Cat_6
460422,Masculino,Sim,52,Sim,Entretenimento,1.0,Alta,,Cat_6
460431,Feminino,Não,47,Sim,Engenharia,1.0,Baixa,1.0,Cat_6
460434,Masculino,,57,Sim,Artista,2.0,Alta,3.0,Cat_6
460437,Feminino,Não,26,Sim,Artista,8.0,Baixa,1.0,Cat_6
460440,Feminino,Não,28,Não,Artista,5.0,Baixa,2.0,Cat_6
460443,Feminino,Não,37,Sim,Medicina,0.0,Baixa,1.0,Cat_6
460447,Masculino,,89,Não,Direito,0.0,Baixa,1.0,Cat_3
460449,Masculino,Não,25,Não,Marketing,2.0,Baixa,1.0,Cat_3
460450,Masculino,Sim,50,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_4
460453,Feminino,Não,42,Sim,Medicina,5.0,Baixa,1.0,Cat_6
460454,Masculino,Não,48,Sim,Artista,,Baixa,1.0,Cat_6
460457,Feminino,Não,37,Sim,Entretenimento,9.0,Baixa,,Cat_3
460459,Feminino,Não,30,Não,Engenharia,1.0,Baixa,5.0,Cat_3
460460,Masculino,Sim,26,Não,Entretenimento,2.0,Baixa,4.0,Cat_3
460467,Feminino,Sim,47,Sim,Artista,,Média,2.0,Cat_6
460470,Masculino,Não,36,Não,Enfermagem,,Baixa,4.0,Cat_4
460476,Masculino,Sim,53,Não,Medicina,,Média,4.0,Cat_3
460477,Masculino,Não,30,Não,Entretenimento,1.0,Baixa,6.0,Cat_3
460484,Feminino,Não,20,Não,Enfermagem,4.0,Baixa,7.0,Cat_3
460485,Feminino,Não,19,Não,Marketing,8.0,Baixa,5.0,Cat_3
460489,Masculino,Não,19,Não,Enfermagem,9.0,Baixa,6.0,Cat_3
460492,Feminino,Não,37,Não,Marketing,12.0,Baixa,,Cat_3
460495,Masculino,Não,20,Não,Enfermagem,0.0,Baixa,6.0,Cat_3
460504,Masculino,,39,Não,Empreendedorismo,,Média,3.0,Cat_3
460505,Feminino,Não,26,Sim,Engenharia,1.0,Baixa,3.0,Cat_3
460507,Masculino,Não,31,Não,Medicina,0.0,Baixa,4.0,Cat_3
460508,Masculino,Sim,31,Sim,Enfermagem,2.0,Alta,3.0,Cat_3
460518,Feminino,Sim,41,Sim,Engenharia,9.0,Média,3.0,Cat_3
460522,Feminino,Sim,32,Não,Responsável pela Casa,,Média,2.0,Cat_4
460541,Feminino,Sim,42,Sim,Responsável pela Casa,0.0,Média,3.0,Cat_3
460542,Feminino,Sim,89,Não,Direito,1.0,Baixa,,Cat_3
460545,Masculino,Sim,78,Não,Direito,1.0,Alta,3.0,Cat_3
460546,Feminino,Sim,65,Sim,Direito,1.0,Baixa,2.0,Cat_3
460547,Feminino,Sim,48,Sim,Responsável pela Casa,0.0,Média,,Cat_3
460549,Masculino,Não,36,Sim,Artista,8.0,Baixa,2.0,Cat_3
460550,Feminino,Sim,55,Sim,Artista,0.0,Média,4.0,Cat_3
460551,Masculino,Sim,52,Sim,Engenharia,0.0,Média,2.0,Cat_3
460555,Masculino,Sim,52,Sim,Responsável pela Casa,7.0,Média,3.0,Cat_3
460556,Feminino,Sim,41,Sim,,1.0,Baixa,1.0,Cat_3
460558,Feminino,Sim,36,Sim,Engenharia,,Baixa,1.0,Cat_3
460561,Feminino,Não,37,Não,Engenharia,7.0,Baixa,1.0,Cat_3
460563,Feminino,Não,40,Não,Enfermagem,1.0,Baixa,2.0,Cat_1
460566,Masculino,Sim,38,Sim,Responsável pela Casa,,Média,2.0,Cat_3
460571,Masculino,Não,25,Não,Medicina,0.0,Baixa,3.0,Cat_3
460572,Feminino,Não,33,Sim,Engenharia,1.0,Baixa,4.0,Cat_3
460574,Masculino,Não,26,Sim,Artista,1.0,Baixa,1.0,Cat_3
460582,Feminino,Não,28,Não,Entretenimento,0.0,Baixa,1.0,Cat_3
460583,Masculino,Não,18,Não,Marketing,0.0,Baixa,6.0,Cat_3
460585,Masculino,Não,52,Não,Entretenimento,0.0,Baixa,3.0,Cat_3
460586,Masculino,Não,26,Sim,Enfermagem,0.0,Baixa,2.0,Cat_3
460588,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,4.0,Cat_3
460597,Feminino,Não,20,Não,Marketing,1.0,Baixa,2.0,Cat_3
460598,Feminino,Sim,36,Sim,Medicina,0.0,Média,3.0,Cat_3
460605,Masculino,Sim,27,Sim,Medicina,8.0,Média,2.0,Cat_4
460606,Masculino,Não,21,Não,Enfermagem,,Baixa,5.0,Cat_7
460612,Masculino,Não,27,Sim,Entretenimento,8.0,Baixa,4.0,Cat_3
460615,Feminino,Não,28,Sim,Enfermagem,,Baixa,,Cat_3
460618,Masculino,Sim,63,Sim,Direito,,Baixa,4.0,Cat_3
460619,Masculino,Não,48,Sim,Entretenimento,,Baixa,,Cat_3
460621,Masculino,Sim,80,Sim,Direito,1.0,Baixa,2.0,Cat_3
460622,Feminino,Sim,71,Sim,Direito,7.0,Alta,3.0,Cat_3
460626,Masculino,Sim,47,Não,Medicina,8.0,Alta,4.0,Cat_6
460627,Feminino,Não,22,Não,,1.0,Baixa,4.0,Cat_3
460633,Masculino,Sim,35,Sim,,,Alta,2.0,Cat_3
460634,Feminino,Não,40,Não,Entretenimento,,Baixa,6.0,Cat_3
460637,Feminino,Não,18,Não,Enfermagem,,Baixa,,Cat_3
460638,Feminino,Não,26,Sim,Artista,0.0,Baixa,4.0,Cat_3
460639,Feminino,Sim,73,Sim,Direito,,Baixa,5.0,Cat_1
460640,Masculino,Sim,86,,Direito,,Baixa,1.0,Cat_3
460645,Feminino,Não,37,Não,Medicina,1.0,Baixa,2.0,Cat_3
460646,Masculino,Sim,59,Sim,Entretenimento,,Baixa,,Cat_3
460653,Feminino,Não,28,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_4
460656,Feminino,Sim,29,Sim,Artista,9.0,Baixa,3.0,Cat_6
460658,Feminino,Sim,37,Sim,Marketing,7.0,Média,3.0,Cat_6
460659,Feminino,Sim,46,Sim,Marketing,,Média,3.0,Cat_6
460660,Masculino,Não,39,,Entretenimento,6.0,Baixa,1.0,Cat_6
460661,Feminino,Não,33,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_6
460668,Feminino,Não,32,Sim,Medicina,,Baixa,2.0,Cat_3
460678,Feminino,Não,32,Não,Medicina,6.0,Baixa,2.0,Cat_3
460686,Feminino,,25,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_3
460687,Feminino,Sim,48,Sim,Responsável pela Casa,9.0,Média,2.0,Cat_3
460691,Feminino,Não,27,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_3
460702,Feminino,Não,49,Sim,Artista,1.0,Baixa,1.0,Cat_6
460703,Feminino,Sim,33,Sim,Engenharia,8.0,Média,5.0,Cat_4
460706,Feminino,Não,33,Não,Engenharia,7.0,Baixa,6.0,Cat_4
460708,Masculino,Sim,39,Sim,Artista,0.0,Baixa,3.0,Cat_6
460716,Masculino,Sim,50,Sim,Entretenimento,0.0,Média,4.0,Cat_6
460719,Feminino,Sim,84,Sim,Direito,0.0,Baixa,,Cat_3
460720,Feminino,Sim,46,Sim,Artista,0.0,Média,2.0,Cat_6
460722,Masculino,Sim,31,Não,Entretenimento,0.0,Média,3.0,Cat_3
460726,Masculino,Sim,57,Sim,Artista,3.0,Média,2.0,Cat_6
460727,Masculino,Sim,73,Não,Empreendedorismo,1.0,Alta,4.0,Cat_3
460729,Masculino,Sim,36,Sim,Entretenimento,9.0,Baixa,4.0,Cat_6
460733,Masculino,Não,53,Sim,Marketing,2.0,Baixa,4.0,Cat_6
460734,Masculino,Sim,41,Sim,Entretenimento,9.0,Média,,Cat_2
460738,Feminino,Não,53,Não,Engenharia,0.0,Baixa,,Cat_7
460740,Masculino,Sim,35,Sim,Artista,2.0,Média,3.0,Cat_6
460743,Masculino,Sim,62,Sim,Artista,0.0,Média,3.0,Cat_6
460746,Masculino,Não,23,Não,Marketing,0.0,Baixa,3.0,Cat_6
460763,Masculino,Não,51,Sim,Artista,1.0,Baixa,2.0,Cat_6
460769,Feminino,Sim,83,Não,Direito,1.0,Alta,2.0,Cat_6
460780,Feminino,Não,26,Sim,Enfermagem,0.0,Baixa,2.0,Cat_3
460783,Masculino,Sim,86,Sim,Direito,1.0,Baixa,1.0,Cat_6
460785,Masculino,Não,26,Sim,Enfermagem,0.0,Baixa,4.0,Cat_7
460789,Masculino,Sim,42,Sim,Empreendedorismo,0.0,Baixa,3.0,Cat_6
460794,Feminino,Sim,41,Sim,Responsável pela Casa,9.0,Baixa,1.0,Cat_6
460796,Masculino,Sim,67,Não,Direito,0.0,Baixa,3.0,Cat_6
460802,Masculino,Sim,68,Sim,Direito,1.0,Alta,2.0,Cat_6
460811,Feminino,Sim,45,Não,Engenharia,0.0,Alta,2.0,Cat_6
460813,Feminino,Sim,86,Não,Direito,0.0,Alta,2.0,Cat_6
460815,Masculino,Sim,62,Sim,Artista,0.0,Alta,2.0,Cat_3
460822,Masculino,Sim,42,Sim,Artista,1.0,Baixa,2.0,Cat_6
460825,Masculino,Não,26,Sim,Medicina,0.0,Baixa,3.0,Cat_4
460828,Masculino,Não,48,Não,Entretenimento,1.0,Baixa,1.0,Cat_6
460830,Masculino,Sim,40,Não,Entretenimento,3.0,Média,5.0,Cat_2
460831,Masculino,Não,20,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
460837,Feminino,Não,25,Sim,Artista,1.0,Baixa,1.0,Cat_5
460838,Masculino,Não,37,Sim,Artista,1.0,Baixa,,Cat_6
460840,Masculino,Sim,77,Sim,Direito,1.0,Baixa,1.0,Cat_6
460844,Masculino,Sim,50,Sim,Enfermagem,,Baixa,2.0,Cat_6
460846,Feminino,Não,22,Não,Marketing,0.0,Baixa,4.0,Cat_6
460847,Masculino,Não,26,Sim,Artista,1.0,Baixa,3.0,Cat_6
460851,Masculino,Sim,71,Não,Medicina,0.0,Média,3.0,Cat_6
460855,Masculino,Sim,50,Sim,Artista,,Baixa,2.0,Cat_6
460857,Masculino,Não,29,Não,Entretenimento,1.0,Baixa,1.0,Cat_4
460859,Masculino,Sim,51,Sim,Entretenimento,,Baixa,4.0,Cat_6
460860,Masculino,Sim,52,Sim,Artista,6.0,Média,4.0,Cat_6
460861,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,3.0,Cat_3
460866,Masculino,Não,26,Sim,Medicina,0.0,Baixa,9.0,Cat_4
460870,Masculino,Não,37,Sim,Enfermagem,,Baixa,,Cat_4
460871,Feminino,Não,33,Sim,Enfermagem,,Baixa,,Cat_6
460872,Feminino,Sim,39,Sim,Artista,0.0,Baixa,2.0,Cat_4
460877,Feminino,Sim,53,Não,Artista,1.0,Média,5.0,Cat_6
460878,Masculino,Sim,49,Não,Entretenimento,0.0,Média,4.0,Cat_6
460882,Masculino,Não,21,Não,Enfermagem,0.0,Baixa,2.0,Cat_3
460888,Masculino,Sim,39,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_6
460891,Feminino,Sim,38,Não,Artista,2.0,Média,4.0,Cat_3
460897,Masculino,Não,22,Não,Enfermagem,4.0,Baixa,4.0,Cat_6
460898,Masculino,Sim,52,Não,Artista,2.0,Média,4.0,Cat_6
460899,Masculino,Não,40,Sim,Entretenimento,,Baixa,3.0,Cat_6
460901,Masculino,Não,20,Não,Medicina,8.0,Baixa,3.0,Cat_6
460902,Masculino,Não,41,Sim,Empreendedorismo,1.0,Baixa,3.0,Cat_6
460905,Masculino,Não,30,Sim,Artista,1.0,Baixa,1.0,Cat_3
460906,Feminino,Sim,89,Sim,Direito,1.0,Alta,3.0,Cat_6
460907,Masculino,Sim,83,Não,Direito,1.0,Alta,3.0,Cat_6
460923,Masculino,Sim,53,Sim,Artista,0.0,Média,3.0,Cat_6
460924,Masculino,Não,31,Não,Medicina,1.0,Baixa,5.0,Cat_2
460928,Masculino,Sim,48,Sim,Artista,1.0,Média,4.0,Cat_6
460934,Feminino,Não,29,Não,Medicina,0.0,Baixa,2.0,Cat_6
460935,Masculino,Sim,87,Sim,Direito,0.0,Baixa,1.0,Cat_6
460945,Masculino,Não,19,Não,Engenharia,4.0,Baixa,7.0,Cat_6
460953,Masculino,Sim,60,Não,Entretenimento,1.0,Baixa,2.0,Cat_6
460961,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,2.0,Cat_3
460962,Masculino,Sim,61,Sim,Empreendedorismo,9.0,Alta,4.0,Cat_6
460963,Feminino,Não,27,Sim,Artista,1.0,Baixa,3.0,Cat_6
460968,Masculino,Sim,32,Não,Medicina,14.0,Média,2.0,Cat_3
460975,Masculino,Sim,79,,Direito,0.0,Alta,2.0,Cat_6
460976,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,4.0,Cat_6
460977,Masculino,Sim,42,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_4
460979,Masculino,Sim,76,Não,Direito,1.0,Baixa,1.0,Cat_6
460981,Feminino,Sim,41,Não,Marketing,1.0,Média,2.0,Cat_6
460984,Masculino,Sim,38,Sim,Entretenimento,0.0,Média,4.0,Cat_6
460988,Masculino,Sim,43,Sim,Entretenimento,0.0,Média,3.0,Cat_4
460989,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,3.0,Cat_1
460991,Feminino,Não,28,Sim,Enfermagem,1.0,Baixa,3.0,Cat_7
460993,Masculino,Sim,56,Sim,Artista,0.0,Média,4.0,Cat_6
460999,Masculino,Não,28,Sim,Engenharia,0.0,Baixa,3.0,Cat_3
461000,Masculino,Sim,60,Não,Marketing,1.0,Alta,2.0,Cat_3
461001,Feminino,Não,55,Sim,Artista,0.0,Baixa,,Cat_3
461015,Masculino,Sim,35,Sim,Entretenimento,1.0,Média,2.0,Cat_3
461016,Masculino,Não,25,Não,Enfermagem,5.0,Baixa,5.0,Cat_3
461022,Masculino,Sim,71,Sim,Artista,1.0,Baixa,1.0,Cat_3
461023,Masculino,Sim,65,Não,Direito,,Alta,2.0,Cat_3
461024,Masculino,Sim,74,Sim,Direito,1.0,Baixa,1.0,Cat_6
461028,Feminino,Não,20,Não,Enfermagem,5.0,Baixa,4.0,Cat_4
461029,Masculino,Sim,43,Não,Entretenimento,9.0,Baixa,2.0,Cat_4
461034,Feminino,Não,20,Não,Marketing,3.0,Baixa,6.0,Cat_3
461037,Masculino,Sim,40,Sim,Enfermagem,,Alta,5.0,Cat_3
461038,Feminino,Sim,46,Sim,Engenharia,0.0,Alta,5.0,Cat_3
461041,Feminino,Sim,65,Não,Direito,1.0,Alta,7.0,Cat_3
461042,Masculino,Não,21,Não,Enfermagem,0.0,Baixa,,Cat_4
461043,Masculino,Sim,50,Não,Enfermagem,1.0,Baixa,7.0,Cat_4
461044,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,5.0,Cat_4
461049,Feminino,Sim,61,Sim,Medicina,1.0,Baixa,7.0,Cat_7
461050,Masculino,Sim,49,Sim,,1.0,Alta,3.0,Cat_6
461053,Masculino,Sim,39,Não,Empreendedorismo,,Alta,4.0,Cat_3
461059,Feminino,Sim,52,Não,Direito,1.0,Alta,2.0,Cat_6
461060,Masculino,Sim,56,Sim,Empreendedorismo,0.0,Alta,5.0,Cat_6
461065,Masculino,Sim,55,Sim,Empreendedorismo,,Baixa,6.0,Cat_3
461071,Masculino,Sim,42,Não,Engenharia,1.0,Média,5.0,Cat_3
461078,Feminino,Não,33,Não,Responsável pela Casa,0.0,Baixa,6.0,Cat_3
461082,Masculino,Não,19,Não,Enfermagem,8.0,Baixa,4.0,Cat_1
461085,Feminino,Não,27,Não,Engenharia,1.0,Baixa,1.0,Cat_3
461093,Feminino,Sim,38,Sim,Artista,1.0,Média,4.0,Cat_3
461099,Feminino,Não,38,Não,Artista,1.0,Baixa,4.0,Cat_3
461111,Feminino,Sim,43,Sim,Medicina,8.0,Baixa,1.0,Cat_6
461114,Masculino,Sim,53,Sim,Artista,1.0,Média,4.0,Cat_3
461116,Masculino,Sim,33,Não,Empreendedorismo,4.0,Alta,4.0,Cat_3
461118,Feminino,Não,30,Sim,Enfermagem,7.0,Baixa,,Cat_3
461119,Feminino,Não,22,Não,Enfermagem,6.0,Baixa,3.0,Cat_3
461121,Masculino,Não,33,Não,Medicina,0.0,Baixa,4.0,Cat_3
461124,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,8.0,Cat_4
461127,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,5.0,Cat_4
461128,Masculino,Não,19,Não,Enfermagem,7.0,Baixa,3.0,Cat_6
461129,Feminino,Sim,58,Sim,Entretenimento,1.0,Média,4.0,Cat_6
461131,Masculino,Sim,67,Sim,Artista,1.0,Alta,,Cat_6
461145,Feminino,Sim,36,Sim,Entretenimento,1.0,Baixa,2.0,Cat_3
461152,Feminino,Não,30,Não,Responsável pela Casa,8.0,Baixa,,Cat_3
461154,Masculino,Não,23,Não,Responsável pela Casa,1.0,Baixa,4.0,Cat_3
461158,Feminino,Não,42,Sim,Entretenimento,1.0,Baixa,,Cat_3
461162,Feminino,Não,37,Não,Marketing,8.0,Baixa,3.0,Cat_3
461163,Feminino,Sim,58,Não,Entretenimento,9.0,Baixa,4.0,Cat_3
461168,Feminino,Sim,26,Não,Engenharia,7.0,Média,2.0,Cat_3
461169,Masculino,Não,39,Sim,Entretenimento,9.0,Baixa,2.0,Cat_3
461174,Feminino,Não,23,Não,Marketing,,Baixa,4.0,Cat_3
461177,Masculino,Sim,41,Não,Empreendedorismo,8.0,Média,4.0,Cat_1
461178,Masculino,Sim,26,Não,Entretenimento,0.0,Baixa,3.0,Cat_3
461179,Feminino,Sim,25,Não,Engenharia,3.0,Baixa,3.0,Cat_3
461181,Masculino,Não,19,Não,Enfermagem,,Baixa,4.0,Cat_3
461183,Masculino,Não,36,Não,Empreendedorismo,0.0,Baixa,5.0,Cat_3
461187,Masculino,Não,29,Não,Enfermagem,9.0,Baixa,4.0,Cat_3
461197,Masculino,Não,26,Não,Marketing,1.0,Baixa,1.0,Cat_3
461198,Feminino,Não,78,Sim,Direito,,Baixa,1.0,Cat_6
461201,Feminino,Não,55,Sim,Artista,,Baixa,1.0,Cat_6
461205,Masculino,Não,26,Sim,Enfermagem,,Baixa,3.0,Cat_2
461211,Feminino,Não,46,Sim,Entretenimento,0.0,Baixa,1.0,Cat_6
461214,Masculino,Não,29,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
461215,Feminino,Não,36,Sim,Artista,10.0,Baixa,1.0,Cat_6
461218,Masculino,Sim,27,Não,Empreendedorismo,1.0,Baixa,6.0,Cat_6
461220,Feminino,Não,29,Não,Empreendedorismo,8.0,Baixa,3.0,Cat_6
461221,Feminino,Não,25,Não,Marketing,1.0,Baixa,4.0,Cat_6
461225,Feminino,Não,30,Não,Marketing,10.0,Baixa,6.0,Cat_6
461226,Masculino,Sim,45,Sim,,1.0,Baixa,2.0,Cat_6
461230,Feminino,Não,21,Não,Empreendedorismo,0.0,Baixa,,Cat_3
461232,Feminino,Sim,41,Sim,Empreendedorismo,,Alta,,Cat_3
461233,Masculino,Sim,38,Sim,Entretenimento,,Baixa,,Cat_3
461236,Feminino,Não,28,Sim,Enfermagem,9.0,Baixa,1.0,Cat_6
461237,Masculino,Não,33,Sim,Medicina,1.0,Baixa,5.0,Cat_2
461241,Masculino,Sim,31,Sim,Enfermagem,7.0,Baixa,2.0,Cat_6
461242,Masculino,Sim,45,Sim,Enfermagem,0.0,Baixa,2.0,Cat_6
461243,Masculino,Sim,47,Sim,Marketing,0.0,Baixa,5.0,Cat_6
461248,Feminino,Não,39,Não,Enfermagem,0.0,Baixa,1.0,Cat_6
