codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1,segmentacao
462290,Feminino,Não,33,Sim,Medicina,1.0,Baixa,1.0,Cat_6,B
459326,Masculino,Sim,35,Não,Enfermagem,1.0,Baixa,5.0,Cat_6,D
464926,Feminino,Sim,46,Não,Engenharia,0.0,Alta,3.0,Cat_4,A
460343,Feminino,Não,67,Sim,Artista,0.0,Baixa,2.0,Cat_6,B
463626,Feminino,Não,35,Não,Artista,7.0,Baixa,2.0,Cat_6,D
464266,Masculino,Não,28,Não,Medicina,8.0,Baixa,3.0,Cat_6,A
464491,Feminino,Não,43,Não,Medicina,8.0,Baixa,1.0,Cat_4,D
467698,Feminino,Sim,40,Não,Artista,3.0,Média,,Cat_6,A
463440,Feminino,Sim,73,Sim,Artista,0.0,Média,3.0,Cat_1,C
463602,Feminino,Não,21,Não,Enfermagem,8.0,Baixa,4.0,Cat_6,D
464706,Feminino,Não,32,Não,Medicina,1.0,Baixa,3.0,Cat_4,D
467220,Feminino,Não,36,Não,,,Baixa,,Cat_4,D
460313,Masculino,Não,32,Sim,Artista,13.0,Baixa,3.0,Cat_6,A
465497,Masculino,Não,25,Não,Responsável pela Casa,14.0,Baixa,3.0,Cat_5,A
465846,Feminino,Não,40,Sim,Artista,5.0,Baixa,1.0,Cat_6,A
463374,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,3.0,Cat_6,D
462704,Masculino,Sim,48,Sim,Empreendedorismo,5.0,Alta,5.0,Cat_6,B
462160,Feminino,Não,36,Sim,Artista,3.0,Baixa,3.0,Cat_6,C
461365,Masculino,Não,27,Não,Enfermagem,1.0,Baixa,3.0,Cat_6,D
464205,Feminino,Sim,82,Não,Entretenimento,0.0,Alta,2.0,Cat_6,B
459294,Masculino,Não,23,Não,Enfermagem,9.0,Baixa,4.0,Cat_6,D
460318,Masculino,Não,30,Sim,Entretenimento,14.0,Baixa,3.0,Cat_6,D
467967,Masculino,Não,30,Sim,Entretenimento,8.0,Baixa,4.0,Cat_6,A
461797,Masculino,Não,30,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6,D
462980,Masculino,Não,28,Sim,Entretenimento,1.0,Baixa,5.0,Cat_6,C
462361,Masculino,Sim,60,Sim,Artista,0.0,Baixa,2.0,Cat_4,A
461855,Feminino,Sim,52,Sim,Artista,1.0,Média,2.0,Cat_6,C
461069,Feminino,Não,19,Não,Enfermagem,,Baixa,,Cat_3,D
467522,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,2.0,Cat_6,D
463327,Masculino,Sim,40,Não,Empreendedorismo,1.0,Baixa,5.0,Cat_5,D
459824,Masculino,Não,38,Sim,Entretenimento,8.0,Baixa,1.0,Cat_6,D
461051,Feminino,Sim,71,Sim,Entretenimento,1.0,Média,2.0,Cat_6,B
461142,Feminino,Não,40,Sim,Engenharia,1.0,Baixa,3.0,Cat_3,B
461521,Masculino,Sim,68,Sim,Artista,0.0,Alta,2.0,Cat_6,B
459422,Masculino,Sim,50,Sim,Entretenimento,,Baixa,4.0,Cat_6,A
467792,Masculino,Não,21,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
467432,Masculino,Não,29,Sim,Enfermagem,,Baixa,3.0,Cat_6,B
464016,Feminino,,29,Sim,Entretenimento,0.0,Alta,1.0,Cat_1,A
464654,Feminino,Sim,39,Não,Engenharia,1.0,Média,4.0,Cat_4,B
459111,Masculino,Sim,41,Sim,Empreendedorismo,0.0,Baixa,4.0,Cat_6,B
459408,Masculino,Não,28,Não,Medicina,,Baixa,1.0,Cat_6,D
466473,Feminino,Não,22,Não,Enfermagem,0.0,Baixa,3.0,Cat_2,D
464365,Masculino,Não,35,Sim,Artista,,Baixa,1.0,Cat_6,A
460046,Feminino,Sim,49,Sim,Artista,3.0,Baixa,2.0,Cat_6,B
466698,Feminino,Sim,26,Sim,Enfermagem,8.0,Baixa,2.0,Cat_3,D
460609,Feminino,Não,33,Não,Enfermagem,,Baixa,1.0,Cat_4,C
459927,Feminino,Não,27,Não,Engenharia,0.0,Baixa,2.0,Cat_3,D
467057,Feminino,Não,50,Não,Entretenimento,8.0,Baixa,2.0,Cat_6,A
466052,Feminino,Sim,37,Sim,Responsável pela Casa,5.0,Baixa,2.0,Cat_4,D
464210,Masculino,Não,43,Sim,Marketing,0.0,Baixa,2.0,Cat_6,A
465873,Masculino,Não,35,Sim,Entretenimento,13.0,Baixa,1.0,Cat_6,D
459802,Feminino,Sim,50,Sim,Artista,1.0,Baixa,1.0,Cat_6,C
464817,Masculino,Não,31,Sim,Artista,7.0,Baixa,1.0,Cat_4,A
465540,Feminino,Sim,29,Não,Engenharia,,Alta,2.0,Cat_6,D
460845,Feminino,Não,20,Não,Enfermagem,0.0,Baixa,2.0,Cat_6,D
459072,Masculino,Sim,66,Sim,Entretenimento,1.0,Média,2.0,Cat_6,C
465694,Masculino,Sim,37,Sim,Enfermagem,1.0,Média,2.0,Cat_4,A
466381,Masculino,Sim,52,Sim,Artista,2.0,Média,2.0,Cat_6,C
460947,Masculino,Sim,45,Sim,Empreendedorismo,7.0,Alta,5.0,Cat_6,C
467338,Feminino,Não,27,Sim,Enfermagem,2.0,Baixa,6.0,Cat_6,D
467189,Feminino,Sim,46,Sim,Artista,1.0,Alta,4.0,Cat_6,C
466456,Feminino,Sim,43,Não,Medicina,9.0,Baixa,1.0,Cat_2,A
463805,Feminino,Não,32,Não,Medicina,8.0,Baixa,6.0,Cat_6,C
462427,Masculino,Sim,87,Sim,Direito,9.0,Baixa,4.0,Cat_6,C
462785,Feminino,Sim,40,Sim,Engenharia,,Média,5.0,Cat_3,B
466906,Masculino,Não,59,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
461842,Masculino,Sim,63,Sim,Artista,1.0,Média,3.0,Cat_6,C
462229,Masculino,Não,23,Não,,0.0,Baixa,8.0,Cat_4,D
462372,Feminino,Sim,65,Não,Direito,,Alta,2.0,Cat_6,A
462400,Masculino,Não,47,Sim,Artista,0.0,Baixa,1.0,Cat_6,B
466598,Feminino,Sim,45,Sim,Artista,9.0,Baixa,2.0,Cat_6,C
466940,Masculino,Sim,79,Não,Direito,0.0,Baixa,1.0,Cat_6,D
461754,Masculino,Sim,65,Não,Entretenimento,1.0,Alta,2.0,Cat_6,B
461376,Feminino,Não,38,Sim,Enfermagem,0.0,Baixa,2.0,Cat_6,B
459427,Feminino,Sim,28,Sim,Enfermagem,,Baixa,2.0,Cat_6,D
462025,Masculino,Não,20,Não,Enfermagem,2.0,Baixa,3.0,Cat_4,D
465720,Feminino,Sim,36,Sim,Artista,1.0,Baixa,2.0,Cat_6,C
466354,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
463857,Masculino,Sim,56,Não,Enfermagem,0.0,Alta,4.0,Cat_7,B
465849,Feminino,Não,32,Sim,Medicina,5.0,Baixa,3.0,Cat_4,A
464100,Feminino,Não,33,Sim,Enfermagem,1.0,Baixa,1.0,Cat_6,D
461444,Feminino,Sim,68,Sim,Artista,1.0,Alta,2.0,Cat_6,C
461828,Masculino,Sim,53,Sim,Artista,,Média,3.0,Cat_6,C
464711,Feminino,Sim,38,Sim,Artista,7.0,Média,3.0,Cat_1,B
462759,Masculino,Não,22,Não,Enfermagem,,Baixa,5.0,Cat_2,D
465349,Feminino,Sim,49,Sim,Artista,0.0,Alta,4.0,Cat_6,C
459449,Masculino,Sim,43,Sim,Artista,,Baixa,2.0,Cat_6,B
463407,Feminino,Não,33,Não,Medicina,0.0,Baixa,1.0,Cat_3,D
466632,Feminino,Sim,57,Sim,Artista,1.0,Alta,2.0,Cat_6,C
464641,Feminino,Sim,65,Sim,Direito,2.0,Baixa,6.0,Cat_1,D
460290,Feminino,,50,Sim,Artista,,Alta,1.0,,B
462154,Masculino,Sim,36,Sim,Entretenimento,0.0,Média,2.0,Cat_6,C
464754,Feminino,Sim,43,Não,Engenharia,4.0,Média,7.0,Cat_4,A
460167,Feminino,Não,18,Não,Entretenimento,1.0,Baixa,5.0,Cat_2,C
461987,Feminino,Sim,43,Não,Engenharia,1.0,Média,2.0,Cat_6,B
463259,Masculino,Sim,75,Sim,Direito,0.0,Baixa,1.0,Cat_6,A
464421,Feminino,Sim,27,Não,Marketing,,Alta,4.0,Cat_6,D
461628,Masculino,Sim,39,Sim,Enfermagem,11.0,Média,2.0,Cat_6,B
459126,Masculino,Sim,61,Sim,Artista,2.0,Baixa,2.0,Cat_6,B
460639,Feminino,Sim,73,Sim,Direito,,Baixa,5.0,Cat_1,D
465143,Masculino,Não,26,Sim,Engenharia,0.0,Baixa,5.0,Cat_4,C
460860,Masculino,Sim,52,Sim,Artista,7.0,Média,4.0,Cat_6,B
467629,Masculino,Sim,50,Sim,Artista,1.0,Baixa,1.0,Cat_6,B
461720,Feminino,Não,51,Sim,Artista,1.0,Baixa,1.0,Cat_4,B
460086,Masculino,Sim,50,Não,Artista,1.0,Média,3.0,Cat_6,C
465832,Masculino,Sim,53,Sim,Empreendedorismo,9.0,Alta,5.0,Cat_4,B
467070,Masculino,Sim,40,Não,Empreendedorismo,5.0,Baixa,4.0,Cat_6,D
459602,Feminino,Sim,86,Não,Direito,,Baixa,1.0,Cat_6,D
463541,Feminino,Não,26,Não,Enfermagem,0.0,Baixa,3.0,Cat_5,B
462431,Masculino,Não,32,Não,Entretenimento,9.0,Baixa,4.0,Cat_6,A
461387,Feminino,Não,22,Não,Enfermagem,5.0,Baixa,3.0,Cat_2,D
461693,Feminino,Sim,36,Sim,Artista,1.0,Média,4.0,Cat_6,B
466793,Feminino,,62,Sim,Artista,4.0,Média,3.0,Cat_6,B
466010,Feminino,Sim,69,Não,Medicina,0.0,Baixa,1.0,Cat_3,A
465674,Feminino,Não,39,Sim,Entretenimento,1.0,Baixa,2.0,Cat_4,A
459405,Feminino,Sim,81,Não,Medicina,0.0,Alta,2.0,Cat_6,A
465989,Feminino,Não,28,Não,Enfermagem,9.0,Baixa,2.0,Cat_6,D
465598,Masculino,Não,28,Sim,Enfermagem,6.0,Baixa,5.0,Cat_2,D
466093,Masculino,Não,52,Sim,Entretenimento,1.0,Baixa,5.0,Cat_4,B
462773,Feminino,Sim,40,Sim,Artista,4.0,Média,5.0,Cat_6,B
467087,Masculino,Não,68,Sim,Direito,0.0,Baixa,,Cat_6,B
465763,Feminino,Sim,37,Não,Artista,0.0,Média,2.0,Cat_4,D
462958,Masculino,Não,26,Não,Marketing,1.0,Baixa,5.0,Cat_6,D
467056,Feminino,Não,31,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_6,A
461990,Feminino,Sim,68,Sim,Direito,0.0,Baixa,2.0,Cat_6,C
464480,Masculino,Sim,42,Sim,Artista,1.0,Média,3.0,Cat_6,C
461318,Feminino,Sim,56,Sim,Artista,1.0,Média,6.0,Cat_5,C
467398,Masculino,Sim,37,Não,Entretenimento,1.0,Baixa,2.0,Cat_6,A
464222,Masculino,Sim,58,Sim,Artista,1.0,Baixa,1.0,Cat_6,D
465427,Masculino,Não,33,Sim,Artista,7.0,Baixa,1.0,Cat_6,A
460652,Feminino,Não,31,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_4,D
463642,Feminino,Não,27,Sim,Enfermagem,0.0,Baixa,3.0,Cat_2,B
462672,Masculino,Não,25,Não,Enfermagem,7.0,Baixa,4.0,Cat_4,D
466112,Masculino,Sim,51,Sim,Entretenimento,1.0,Média,2.0,Cat_6,B
459831,Masculino,Sim,37,Não,Engenharia,8.0,Média,3.0,Cat_4,D
463027,Masculino,Sim,69,Sim,Empreendedorismo,1.0,Média,4.0,Cat_6,B
462467,Feminino,Sim,45,Não,Medicina,1.0,Baixa,1.0,Cat_6,A
461469,Masculino,Sim,38,Sim,Artista,0.0,Baixa,2.0,Cat_6,C
461562,Masculino,Sim,51,Sim,Artista,,Média,4.0,Cat_2,C
467051,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
465928,Feminino,Não,32,Sim,Enfermagem,6.0,Baixa,3.0,Cat_6,D
462491,Masculino,Não,31,Sim,Artista,1.0,Baixa,5.0,Cat_6,C
460642,Masculino,Não,19,Não,Enfermagem,13.0,Baixa,3.0,Cat_3,D
460988,Masculino,Sim,41,Sim,Entretenimento,0.0,Média,3.0,Cat_4,C
460634,Feminino,Não,39,Não,Entretenimento,,Baixa,6.0,Cat_3,D
461108,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,4.0,Cat_3,D
464175,Feminino,Não,30,Não,Enfermagem,0.0,Baixa,,Cat_6,D
463329,Masculino,Não,23,Não,Enfermagem,0.0,Baixa,6.0,Cat_3,D
466153,Masculino,Sim,65,Não,Entretenimento,0.0,Média,2.0,Cat_6,C
467027,Masculino,Não,31,Não,Empreendedorismo,4.0,Baixa,5.0,Cat_1,D
459707,Feminino,Sim,74,Sim,Direito,,Baixa,,Cat_6,D
466710,Feminino,Sim,73,Não,Artista,1.0,Alta,2.0,Cat_6,C
465616,Masculino,Sim,42,Sim,Medicina,9.0,Baixa,2.0,Cat_6,C
463173,Masculino,Não,47,Sim,Artista,0.0,Baixa,1.0,Cat_3,B
465779,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,5.0,Cat_2,D
465826,Masculino,Sim,45,Não,Empreendedorismo,3.0,Baixa,9.0,Cat_4,D
463063,Feminino,Não,25,Não,Marketing,,Baixa,7.0,Cat_2,B
463575,Feminino,Não,28,Sim,Entretenimento,0.0,Baixa,3.0,Cat_6,D
466480,Feminino,Sim,40,Sim,Artista,,Média,2.0,Cat_4,C
463175,Feminino,,40,Não,Engenharia,1.0,Baixa,4.0,Cat_3,A
462046,Feminino,Não,30,Sim,Medicina,8.0,Baixa,,Cat_4,D
466075,Feminino,Sim,50,Sim,Engenharia,1.0,Média,4.0,Cat_4,B
461723,Masculino,Não,26,Sim,Enfermagem,8.0,Baixa,2.0,Cat_6,C
460783,Masculino,Sim,82,Sim,Direito,0.0,Baixa,1.0,Cat_6,B
465962,Masculino,Sim,33,Sim,Enfermagem,0.0,Baixa,2.0,Cat_7,A
462781,Masculino,Não,50,Não,Marketing,1.0,Baixa,2.0,Cat_7,C
466020,Masculino,Sim,83,Não,Direito,0.0,Baixa,1.0,Cat_6,D
461502,Feminino,Não,37,Sim,Artista,9.0,Baixa,1.0,Cat_6,B
463280,Masculino,Sim,37,Sim,Artista,6.0,Média,2.0,Cat_3,A
466936,Masculino,Sim,55,Não,Direito,1.0,Alta,3.0,Cat_6,C
460552,Masculino,Sim,61,Sim,Artista,0.0,Baixa,2.0,Cat_3,C
459345,Feminino,Sim,39,Sim,Artista,3.0,Baixa,1.0,Cat_6,B
464256,Masculino,Sim,40,Sim,Artista,0.0,Baixa,2.0,Cat_6,C
467097,Masculino,Sim,55,Sim,Artista,2.0,Baixa,1.0,Cat_6,B
462571,Masculino,Sim,50,Sim,Enfermagem,1.0,Média,1.0,Cat_6,D
463765,Masculino,Não,26,Sim,Medicina,13.0,Baixa,3.0,Cat_6,D
460152,Feminino,Não,53,Sim,Artista,1.0,Baixa,1.0,Cat_6,C
463415,Feminino,Não,28,Sim,Enfermagem,,Baixa,5.0,Cat_6,B
459587,Feminino,Não,32,Sim,Artista,7.0,Baixa,3.0,Cat_6,A
460995,Feminino,Não,31,Sim,Marketing,0.0,Baixa,1.0,Cat_6,D
465426,Masculino,Não,30,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,B
461452,Feminino,Não,31,Sim,Medicina,0.0,Baixa,4.0,Cat_3,A
460797,Masculino,Sim,47,Sim,Artista,4.0,Baixa,1.0,Cat_3,A
466618,Masculino,Sim,49,Sim,Artista,3.0,Média,2.0,Cat_6,C
462168,Masculino,Sim,37,Sim,Empreendedorismo,1.0,Alta,3.0,Cat_6,B
465338,Masculino,Sim,47,Sim,Artista,13.0,Média,4.0,Cat_6,C
463501,Masculino,Sim,52,Sim,Empreendedorismo,0.0,Alta,2.0,Cat_6,C
460817,Feminino,Não,20,Não,Entretenimento,,Baixa,7.0,Cat_3,C
459726,Masculino,Sim,79,Não,Direito,0.0,Alta,2.0,Cat_6,B
463516,Masculino,Sim,47,Não,Empreendedorismo,1.0,Alta,6.0,Cat_6,C
466751,Feminino,Não,20,,Enfermagem,1.0,Baixa,4.0,Cat_6,D
463359,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,D
463488,Feminino,Não,29,Não,Engenharia,9.0,Baixa,4.0,Cat_4,A
465872,Feminino,Não,33,Sim,Engenharia,10.0,Baixa,1.0,Cat_6,A
460588,Masculino,Não,21,Não,Enfermagem,0.0,Baixa,4.0,Cat_3,D
460236,Masculino,Não,18,Não,Enfermagem,8.0,Baixa,4.0,Cat_6,D
460802,Masculino,Sim,70,Sim,Direito,0.0,Alta,2.0,Cat_6,C
459467,Feminino,Sim,56,Sim,Artista,0.0,Média,2.0,Cat_6,C
466953,Masculino,Sim,42,Sim,Artista,2.0,Média,2.0,Cat_6,B
459086,Feminino,Não,28,Não,Enfermagem,1.0,Baixa,2.0,Cat_6,B
464915,Masculino,Sim,41,Sim,Empreendedorismo,,Alta,4.0,Cat_4,B
460827,Masculino,Sim,81,Sim,Direito,9.0,Baixa,1.0,Cat_6,D
464272,Masculino,Não,30,Sim,Artista,9.0,Baixa,2.0,Cat_6,A
461063,Masculino,Sim,53,Não,Direito,0.0,Baixa,2.0,Cat_6,D
467302,Masculino,Não,26,Sim,Empreendedorismo,9.0,Baixa,4.0,Cat_6,D
461935,Masculino,Sim,51,Sim,Artista,1.0,Baixa,3.0,Cat_6,C
459089,Masculino,Não,19,Não,Artista,9.0,Baixa,7.0,Cat_7,B
462365,Masculino,Sim,75,Sim,Direito,0.0,Alta,2.0,Cat_6,B
459628,Feminino,Sim,51,Sim,Engenharia,0.0,Baixa,1.0,Cat_6,A
467332,Feminino,Sim,70,Sim,Responsável pela Casa,3.0,Baixa,2.0,Cat_6,B
460443,Feminino,Não,38,Sim,Medicina,0.0,Baixa,1.0,Cat_6,A
462195,Feminino,Não,21,Não,Enfermagem,0.0,Baixa,4.0,Cat_4,D
466228,Masculino,Sim,80,Não,Direito,0.0,Baixa,1.0,Cat_4,B
461952,Feminino,Sim,19,Não,Artista,,Alta,2.0,Cat_4,D
467589,Masculino,Não,33,Não,Entretenimento,1.0,Baixa,1.0,Cat_6,D
466107,Masculino,Sim,48,Sim,Entretenimento,1.0,Média,6.0,Cat_6,C
462199,Feminino,Não,33,Não,Enfermagem,8.0,Baixa,3.0,,D
466452,Feminino,Não,33,Sim,Engenharia,0.0,Baixa,3.0,Cat_1,D
467074,Feminino,Não,31,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,C
464233,Feminino,Sim,48,Sim,Artista,1.0,Média,2.0,Cat_6,C
462225,Masculino,Sim,49,Não,Engenharia,1.0,Média,8.0,Cat_4,D
465970,Feminino,Sim,38,Não,Artista,1.0,Baixa,1.0,Cat_6,B
460094,Feminino,Não,39,Sim,Artista,0.0,Baixa,1.0,Cat_3,A
467428,Feminino,Sim,46,Sim,Entretenimento,2.0,Média,2.0,Cat_6,B
465623,Masculino,Sim,41,Sim,Artista,8.0,Média,2.0,Cat_6,C
467516,Feminino,Sim,31,Não,Artista,0.0,Alta,3.0,Cat_4,A
462975,Masculino,Sim,37,Sim,Entretenimento,8.0,Média,2.0,Cat_6,C
462389,Feminino,Sim,58,Não,Engenharia,1.0,Baixa,1.0,Cat_6,B
461556,Feminino,Sim,49,Sim,Engenharia,1.0,Média,2.0,Cat_6,A
465964,Feminino,Sim,47,Não,Marketing,2.0,Baixa,1.0,Cat_6,D
460724,Masculino,Não,30,Sim,Enfermagem,1.0,Baixa,4.0,Cat_6,D
460660,Masculino,Não,41,,Entretenimento,6.0,Baixa,1.0,Cat_6,A
466787,Feminino,Sim,33,Sim,Medicina,0.0,Baixa,2.0,Cat_6,A
467256,Masculino,Não,33,Não,Enfermagem,0.0,Baixa,4.0,Cat_2,B
467414,Masculino,Não,27,Sim,Enfermagem,,Baixa,1.0,Cat_6,D
466742,Masculino,Sim,45,Não,Medicina,8.0,Baixa,2.0,Cat_3,A
466017,Feminino,Sim,45,Sim,Responsável pela Casa,1.0,Baixa,1.0,Cat_3,B
463079,Feminino,Não,35,Não,Marketing,,Baixa,,Cat_3,D
459679,Feminino,Não,21,Não,Entretenimento,1.0,Baixa,4.0,Cat_6,D
465930,Feminino,Não,36,Sim,Artista,9.0,Baixa,2.0,Cat_6,A
464821,Feminino,Sim,56,Não,,0.0,Baixa,1.0,Cat_4,D
460175,Feminino,Não,28,Não,Artista,0.0,Baixa,5.0,Cat_2,C
466725,Feminino,Sim,89,Não,Direito,0.0,Alta,2.0,Cat_6,A
465095,Masculino,Sim,48,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6,C
465452,Masculino,Sim,47,Não,Entretenimento,0.0,Alta,5.0,Cat_6,C
463473,Masculino,Não,23,Não,Enfermagem,,Baixa,3.0,Cat_6,D
463213,Feminino,Não,18,Não,Enfermagem,3.0,Baixa,4.0,Cat_6,D
467653,Masculino,Sim,58,Sim,Direito,2.0,Alta,2.0,Cat_6,C
463218,Masculino,Sim,42,Não,Entretenimento,9.0,Média,3.0,Cat_6,A
461289,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,3.0,Cat_6,D
459983,Feminino,Sim,50,Sim,Artista,2.0,Baixa,1.0,Cat_6,B
465845,Feminino,Sim,40,Sim,Entretenimento,,Baixa,2.0,Cat_6,B
462363,Masculino,Sim,73,Não,Empreendedorismo,0.0,Alta,2.0,Cat_6,D
460575,Feminino,Não,27,Não,Artista,,Baixa,,Cat_3,D
461509,Masculino,Sim,40,Sim,Artista,1.0,Média,3.0,Cat_6,B
460542,Feminino,Sim,81,Não,Direito,1.0,Baixa,,Cat_3,B
461148,Masculino,,37,Sim,Artista,1.0,Média,3.0,Cat_3,A
464064,Feminino,Sim,39,Não,Medicina,0.0,Baixa,2.0,Cat_6,B
460545,Masculino,Sim,83,Não,Direito,0.0,Alta,3.0,Cat_3,D
459303,Masculino,Sim,55,Sim,Artista,0.0,Baixa,1.0,Cat_6,B
462568,Masculino,Sim,51,Sim,Medicina,,Baixa,3.0,Cat_6,A
462635,Masculino,Sim,42,Não,Engenharia,5.0,Média,4.0,Cat_4,A
464456,Masculino,Sim,27,Sim,Artista,1.0,Baixa,4.0,Cat_6,C
465106,Masculino,Sim,53,Sim,Empreendedorismo,1.0,Alta,2.0,Cat_6,C
467605,Feminino,Sim,40,Sim,Engenharia,1.0,Média,7.0,Cat_6,A
466116,Masculino,Sim,62,Sim,Artista,0.0,Média,9.0,Cat_3,C
461388,Masculino,Não,21,Não,Enfermagem,,Baixa,5.0,Cat_2,D
466155,Masculino,Sim,40,Sim,Entretenimento,1.0,Média,2.0,,A
467176,Masculino,Não,27,Não,Enfermagem,1.0,Baixa,3.0,Cat_3,A
459400,Feminino,Sim,84,Não,Direito,0.0,Alta,2.0,Cat_6,B
466784,Masculino,Não,26,Não,Medicina,4.0,Baixa,,Cat_6,D
460320,Masculino,Não,26,Não,Artista,11.0,Baixa,4.0,Cat_6,C
466454,Masculino,Não,33,Sim,Entretenimento,1.0,Baixa,1.0,Cat_6,A
467028,Masculino,Não,27,Sim,Artista,0.0,Baixa,1.0,Cat_6,D
464827,Feminino,Sim,46,Não,Entretenimento,9.0,Média,5.0,Cat_4,D
465463,Feminino,Não,28,Não,Medicina,,Baixa,5.0,Cat_2,A
464501,Feminino,Não,25,Não,Enfermagem,1.0,Baixa,3.0,Cat_6,A
460659,Feminino,Sim,47,Sim,Marketing,,Média,3.0,Cat_6,A
463715,Feminino,Não,32,Não,Artista,3.0,Baixa,4.0,Cat_6,C
461028,Feminino,Não,21,Não,Enfermagem,6.0,Baixa,4.0,Cat_4,D
466766,Masculino,Sim,73,Sim,Direito,1.0,Alta,4.0,Cat_6,C
462475,Masculino,Sim,35,Sim,Artista,0.0,Média,2.0,Cat_6,B
465770,Masculino,Não,52,Sim,Artista,1.0,Baixa,1.0,Cat_6,B
466823,Masculino,Sim,40,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
463505,Masculino,Não,31,Sim,Enfermagem,,Baixa,1.0,Cat_6,D
467083,Feminino,Sim,88,Sim,Direito,1.0,Alta,2.0,Cat_6,A
467675,Feminino,Não,39,Não,,,Baixa,1.0,Cat_6,A
464080,Feminino,Não,41,Sim,Artista,1.0,Baixa,2.0,Cat_6,C
462287,Feminino,Sim,73,Sim,Artista,,Média,2.0,Cat_6,C
466503,Masculino,Sim,45,Sim,Artista,7.0,Média,5.0,Cat_6,B
461847,Masculino,Sim,41,Não,Entretenimento,0.0,Baixa,4.0,Cat_6,A
461447,Masculino,Sim,75,Sim,Direito,0.0,Alta,2.0,Cat_6,C
459982,Masculino,Não,39,Sim,Entretenimento,9.0,Baixa,2.0,Cat_6,A
463316,Feminino,Sim,89,Não,Direito,0.0,Alta,2.0,Cat_6,A
466758,Masculino,Sim,45,Sim,Medicina,0.0,Baixa,1.0,Cat_6,A
464307,Feminino,Sim,50,Sim,Artista,1.0,Média,2.0,Cat_6,C
461344,Masculino,Sim,43,Não,Enfermagem,6.0,Alta,2.0,Cat_7,B
463353,Masculino,Sim,50,Sim,Empreendedorismo,4.0,Média,4.0,Cat_2,B
467349,Feminino,Não,53,Não,Entretenimento,0.0,Baixa,,Cat_6,D
462607,Feminino,,37,Não,Engenharia,2.0,Média,3.0,Cat_4,D
467172,Masculino,Não,40,,Artista,8.0,Baixa,2.0,Cat_6,C
464324,Masculino,Sim,76,Sim,Direito,1.0,Baixa,1.0,Cat_3,D
462108,Feminino,Sim,27,Sim,Responsável pela Casa,,Média,2.0,Cat_6,A
459288,Masculino,Sim,41,Sim,Artista,1.0,Baixa,2.0,Cat_6,A
460050,Masculino,Sim,50,Sim,Entretenimento,3.0,Baixa,2.0,Cat_6,A
464994,Masculino,Sim,56,Sim,Empreendedorismo,8.0,Alta,5.0,Cat_6,C
464903,Masculino,Sim,28,Não,Entretenimento,0.0,Média,2.0,Cat_4,A
461251,Feminino,Não,46,Sim,Marketing,0.0,Baixa,,Cat_6,D
463165,Feminino,Sim,72,Sim,Medicina,1.0,Média,2.0,Cat_6,A
460419,Feminino,Sim,41,Não,Medicina,,Baixa,1.0,Cat_7,A
465981,Masculino,Não,28,Não,Artista,0.0,Baixa,2.0,Cat_6,A
465281,Feminino,Sim,27,Sim,Artista,8.0,Média,2.0,Cat_6,C
463781,Feminino,Não,32,Não,Enfermagem,2.0,Baixa,4.0,Cat_4,D
466569,Feminino,Não,20,Não,Medicina,9.0,Baixa,4.0,Cat_6,A
466547,Masculino,Sim,45,Sim,Empreendedorismo,1.0,Baixa,5.0,Cat_6,B
464631,Masculino,Não,59,Sim,Artista,1.0,Baixa,2.0,Cat_6,C
465957,Feminino,Não,46,Sim,Marketing,1.0,Baixa,1.0,Cat_6,D
459848,Masculino,Sim,46,Sim,Artista,1.0,Média,3.0,Cat_6,C
461642,Masculino,Não,41,Sim,Artista,9.0,Baixa,2.0,Cat_6,A
467259,Masculino,Sim,70,Sim,Direito,1.0,Alta,2.0,Cat_6,B
459388,Feminino,,25,Sim,Responsável pela Casa,,Baixa,1.0,Cat_6,D
463439,Masculino,Sim,42,Sim,Artista,9.0,Média,3.0,Cat_6,B
464764,Feminino,Sim,60,Não,Engenharia,1.0,Alta,9.0,Cat_4,A
467073,Masculino,Não,37,Sim,Engenharia,9.0,Baixa,1.0,Cat_6,D
460480,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,7.0,Cat_3,D
464419,Masculino,Sim,52,Sim,Artista,1.0,Média,3.0,Cat_6,C
463686,Feminino,Não,32,Não,Artista,2.0,Baixa,4.0,Cat_2,A
