codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia
464472,Feminino,Nao,27,Sim,Artista,0,Baixa,3
467422,Feminino,Sim,58,Sim,Artista,0,Media,2
463116,Masculino,Sim,62,Sim,Artista,1,Alta,2
460177,Masculino,Nao,48,Sim,Artista,1,Baixa,1
465081,Masculino,Sim,57,Sim,Empreendedorismo,7,Alta,2
467810,Masculino,Sim,42,Sim,Artista,0,Media,5
465063,Feminino,Sim,68,Sim,Direito,1,Alta,2
462690,Masculino,Sim,38,Sim,Engenharia,,Media,4
467752,Masculino,Sim,31,Nao,Empreendedorismo,,Media,3
466430,Feminino,Sim,51,Nao,Engenharia,0,Baixa,4
465713,Masculino,Sim,59,Sim,Artista,0,Media,4
462555,Masculino,Sim,36,Sim,Artista,1,Media,2
459668,Masculino,Sim,32,Nao,,5,Media,3
461615,Masculino,Nao,25,Sim,Medicina,1,Baixa,2
461532,Masculino,Sim,48,Sim,Entretenimento,1,Baixa,1
465295,Feminino,,37,Sim,Medicina,8,Media,1
459175,Feminino,Sim,70,Sim,Artista,1,Media,2
463739,Feminino,Sim,42,Nao,Marketing,0,Baixa,3
464339,Masculino,Nao,26,Nao,Artista,0,Baixa,2
465074,Masculino,Nao,25,Sim,Artista,1,Baixa,4
465282,Feminino,Nao,36,Sim,Artista,0,Baixa,3
460488,Masculino,Nao,42,Nao,Medicina,0,Baixa,1
464554,Feminino,Nao,35,Sim,Artista,0,Baixa,7
462814,Feminino,Sim,22,Nao,Engenharia,8,Media,2
462073,Feminino,Nao,36,Sim,Artista,6,Baixa,1
459901,Masculino,Sim,47,Sim,Artista,0,Media,3
460858,Masculino,Nao,19,Nao,Enfermagem,1,Baixa,4
461895,Masculino,Sim,36,Sim,Entretenimento,1,Baixa,2
467308,Feminino,Nao,28,Sim,Medicina,0,Baixa,3
467584,Masculino,Sim,52,Nao,Medicina,1,Media,4
466444,Masculino,Sim,50,Sim,Medicina,,Media,4
462622,Masculino,Sim,47,Nao,Empreendedorismo,0,Baixa,4
460100,Feminino,Nao,29,Sim,Medicina,1,Baixa,1
466591,Feminino,Nao,23,Nao,Enfermagem,0,Baixa,4
462849,Masculino,Sim,50,Sim,Artista,0,Media,4
463235,Feminino,Nao,21,Nao,,1,Baixa,4
466410,Feminino,Sim,56,Sim,Artista,0,Baixa,1
464141,Masculino,Sim,32,Sim,Entretenimento,9,Alta,2
464634,Feminino,Nao,32,Sim,Engenharia,,Baixa,9
461564,Masculino,Sim,63,Sim,Empreendedorismo,1,Alta,2
463219,Masculino,Sim,50,Nao,Entretenimento,0,Baixa,2
461425,Masculino,Sim,52,Sim,Artista,,Baixa,4
464009,Feminino,Sim,49,Sim,Artista,7,Media,4
460573,Masculino,Nao,62,Nao,Enfermagem,8,Baixa,1
460951,Feminino,Sim,55,Nao,Engenharia,1,Media,7
462262,Masculino,Nao,27,Nao,Enfermagem,1,Baixa,3
467126,Feminino,Sim,45,Sim,Artista,0,Baixa,1
462924,Feminino,Sim,31,Nao,Responsavel pela Casa,8,Media,2
462488,Masculino,Nao,33,Sim,Enfermagem,0,Baixa,5
461640,Masculino,Sim,52,Sim,Artista,1,Media,2
465504,Masculino,Nao,42,Sim,Entretenimento,0,Baixa,2
460902,Masculino,Nao,38,Sim,Empreendedorismo,1,Baixa,3
459657,Masculino,Sim,84,Sim,Direito,1,Alta,2
465054,Masculino,Sim,67,Sim,Empreendedorismo,1,Alta,3
464000,Feminino,Nao,32,Nao,Enfermagem,0,Baixa,5
460324,Feminino,Nao,33,Sim,Entretenimento,12,Baixa,2
462468,Feminino,Nao,30,Sim,Enfermagem,2,Baixa,5
465245,Masculino,Nao,18,Nao,Enfermagem,1,Baixa,4
467919,Feminino,Sim,47,Sim,Artista,7,Media,2
463716,Masculino,Nao,29,Nao,Medicina,1,Baixa,4
463769,Masculino,Sim,63,Nao,Empreendedorismo,0,Alta,4
464907,Masculino,,55,Sim,Engenharia,0,Media,2
460523,Feminino,Nao,48,Sim,Entretenimento,1,Baixa,
462327,Masculino,Sim,27,Sim,Entretenimento,0,Baixa,4
463882,Feminino,Sim,43,Sim,Artista,1,Baixa,1
464446,Feminino,Sim,50,Sim,Engenharia,0,Baixa,
462282,Masculino,Nao,29,Nao,Enfermagem,1,Baixa,3
467167,Masculino,Sim,73,Sim,Artista,1,Media,
459625,Feminino,Sim,57,Nao,Engenharia,8,Baixa,1
466740,Feminino,Sim,47,Nao,Engenharia,8,Baixa,1
461434,Feminino,Sim,32,Sim,Empreendedorismo,4,Alta,3
465404,Feminino,Sim,25,Sim,Entretenimento,0,Media,2
462337,Feminino,Sim,79,Sim,Direito,1,Alta,2
461921,Feminino,Nao,41,Sim,Artista,0,Baixa,1
463763,Masculino,Sim,36,Sim,Artista,4,Media,2
467749,Masculino,Nao,19,Nao,Enfermagem,1,Baixa,9
464876,Feminino,Sim,49,Nao,Engenharia,,Media,5
463850,Masculino,Sim,26,Nao,Entretenimento,0,Alta,2
460381,Masculino,Nao,28,Sim,Artista,13,Baixa,2
460946,Masculino,Nao,84,Nao,Artista,0,Baixa,1
464329,Masculino,Sim,81,Nao,Direito,1,Baixa,2
467209,Feminino,Nao,35,Sim,Enfermagem,1,Baixa,1
461897,Masculino,Sim,55,Sim,Medicina,0,Media,2
462920,Masculino,Sim,50,Nao,Empreendedorismo,0,Alta,5
460994,Masculino,Sim,78,Sim,Direito,0,Baixa,5
462868,Masculino,Sim,36,Nao,Entretenimento,0,Media,4
459964,Masculino,Nao,47,Sim,Marketing,1,Baixa,1
462663,Masculino,Sim,48,Nao,Entretenimento,6,Media,5
464116,Feminino,Sim,69,Sim,Marketing,1,Baixa,2
467119,Masculino,Sim,38,Nao,Marketing,0,Alta,4
465042,Masculino,Sim,36,Sim,Artista,1,Media,4
464762,Feminino,Sim,52,Nao,Engenharia,9,Media,4
460009,Masculino,Nao,46,Sim,Artista,0,Baixa,1
460583,Masculino,Nao,18,Nao,Marketing,1,Baixa,6
467827,Feminino,Nao,22,Nao,Enfermagem,0,Baixa,4
463795,Masculino,Nao,18,Nao,Medicina,1,Baixa,6
464313,Masculino,Sim,30,Nao,Responsavel pela Casa,1,Media,3
463672,Masculino,Nao,32,Sim,Engenharia,,Baixa,3
459230,Masculino,Sim,43,Nao,Artista,7,Alta,4
462245,Feminino,Sim,49,Sim,Artista,1,Media,3
462926,Feminino,Nao,40,Sim,Responsavel pela Casa,9,Baixa,2
460743,Masculino,Sim,55,Sim,Artista,0,Media,3
464656,Feminino,Nao,33,Nao,Enfermagem,1,Baixa,7
467656,Masculino,Nao,31,Sim,Enfermagem,1,Baixa,5
460978,Feminino,Nao,35,Sim,Enfermagem,3,Baixa,6
467684,Masculino,Nao,40,Sim,Enfermagem,8,Baixa,3
467089,Masculino,Sim,69,Nao,Artista,0,Media,3
466091,Feminino,Sim,46,Sim,Artista,1,Baixa,4
464582,Feminino,Sim,63,Sim,Marketing,0,Baixa,2
467004,Feminino,Nao,50,Nao,Artista,0,Baixa,
458997,Masculino,Sim,61,Sim,Artista,1,Media,2
466025,Feminino,Nao,50,Nao,Engenharia,1,Baixa,1
464689,Feminino,Nao,25,Sim,Marketing,2,Baixa,
464507,Masculino,Sim,53,Sim,Artista,0,Alta,3
459204,Feminino,Sim,35,Sim,Engenharia,0,Media,2
467521,Masculino,Nao,19,Nao,Enfermagem,7,Baixa,3
462743,Masculino,Nao,26,Nao,Enfermagem,3,Baixa,4
459245,Feminino,Sim,38,Nao,Engenharia,0,Media,4
463884,Feminino,Nao,26,Nao,Artista,1,Baixa,1
463860,Masculino,Sim,39,Sim,Enfermagem,0,Alta,3
459184,Masculino,Sim,39,Sim,Entretenimento,1,Baixa,4
459332,Feminino,Sim,72,Sim,Responsavel pela Casa,1,Baixa,
460201,Feminino,Nao,45,Sim,Artista,2,Baixa,1
464989,Masculino,Sim,47,Nao,Entretenimento,0,Media,4
467782,Feminino,Nao,30,Sim,Entretenimento,0,Baixa,5
464923,Masculino,Sim,48,Nao,Empreendedorismo,5,Alta,2
459364,Feminino,Sim,76,Sim,Marketing,0,Baixa,2
462119,Masculino,Sim,71,Sim,Entretenimento,0,Baixa,2
465132,Feminino,Nao,41,Sim,Artista,0,Baixa,1
466039,Feminino,Nao,29,Nao,Entretenimento,0,Baixa,
463873,Masculino,Sim,57,Sim,Artista,1,Media,5
467633,Masculino,Sim,49,Nao,Entretenimento,0,Baixa,1
462780,Masculino,Sim,21,Nao,Enfermagem,1,Alta,8
462445,Masculino,Nao,18,Nao,Enfermagem,0,Baixa,3
461052,Masculino,Nao,22,Nao,Enfermagem,,Baixa,3
460664,Feminino,Nao,33,Nao,Responsavel pela Casa,8,Baixa,1
465992,Masculino,Sim,53,Sim,Entretenimento,1,Baixa,3
463990,Masculino,Sim,55,Sim,Artista,1,Media,2
463128,Masculino,Sim,73,Sim,Direito,0,Alta,4
463536,Masculino,Sim,89,Sim,Empreendedorismo,,Alta,2
460775,Masculino,Sim,59,Sim,Artista,0,Baixa,2
464118,Masculino,Nao,38,Sim,Entretenimento,0,Baixa,2
459264,Feminino,Nao,42,Sim,Artista,0,Baixa,2
464069,Feminino,Sim,83,Sim,Direito,1,Alta,2
461185,Feminino,Nao,22,Nao,Enfermagem,,Baixa,4
465564,Masculino,Sim,46,Nao,Artista,0,Media,4
466387,Masculino,Sim,37,Sim,Entretenimento,8,Media,2
462887,Feminino,Sim,42,Nao,Engenharia,1,Baixa,3
465977,Masculino,Sim,71,Sim,Artista,0,Media,2
462775,Feminino,Nao,18,Nao,Enfermagem,7,Baixa,3
460286,Feminino,Nao,41,Sim,Artista,4,Baixa,1
466294,Masculino,Sim,27,Sim,Enfermagem,0,Baixa,5
466037,Feminino,Nao,53,Nao,Entretenimento,1,Baixa,1
466335,Feminino,Nao,28,Nao,Enfermagem,0,Baixa,3
465750,Masculino,Sim,35,Sim,,3,Media,2
461933,Masculino,Nao,18,Nao,Medicina,0,Baixa,2
466681,Masculino,Nao,19,Nao,Enfermagem,2,Baixa,4
466605,Feminino,Nao,32,Nao,Enfermagem,0,Baixa,4
461332,Masculino,Nao,30,Nao,Enfermagem,1,Baixa,4
461610,Masculino,Nao,36,Sim,Medicina,0,Baixa,1
467707,Masculino,Sim,82,Sim,Direito,5,Alta,2
460558,Feminino,Sim,37,Sim,Engenharia,,Baixa,1
465158,Masculino,Nao,45,Sim,Artista,1,Baixa,1
460353,Masculino,Nao,31,Sim,,6,Baixa,1
459903,Masculino,Sim,27,Sim,Entretenimento,9,Baixa,4
464021,Feminino,Nao,18,Nao,Enfermagem,1,Baixa,5
463325,Masculino,Sim,22,Nao,Medicina,1,Baixa,4
459660,Feminino,Nao,22,Nao,Enfermagem,2,Baixa,6
466423,Feminino,Nao,42,Nao,Responsavel pela Casa,8,Baixa,1
465585,Masculino,Sim,69,Nao,Medicina,1,Baixa,1
462671,Feminino,Sim,43,Sim,Responsavel pela Casa,8,Alta,2
459603,Feminino,Sim,89,Nao,Direito,3,Alta,2
463614,Feminino,Nao,26,Nao,Enfermagem,1,Baixa,4
465152,Masculino,Nao,43,Sim,Artista,1,Baixa,3
460525,Masculino,Sim,30,Sim,Entretenimento,1,Media,2
466108,Feminino,Sim,60,Sim,Empreendedorismo,0,Baixa,2
465400,Feminino,Sim,38,Sim,Medicina,7,Alta,4
465405,Feminino,,29,Sim,Responsavel pela Casa,0,Alta,4
465681,Masculino,Sim,45,Sim,Entretenimento,0,Media,2
466251,Masculino,Nao,20,Nao,Enfermagem,3,Baixa,4
460417,Feminino,Sim,51,Sim,Marketing,9,Baixa,1
460569,Masculino,Sim,36,Sim,Entretenimento,1,Media,4
461162,Feminino,Nao,41,Nao,Marketing,9,Baixa,3
459241,Masculino,Sim,46,Nao,Entretenimento,,Baixa,5
463628,Feminino,Nao,30,Sim,Artista,9,Baixa,1
467817,Feminino,Nao,23,Nao,Responsavel pela Casa,0,Baixa,5
460406,Masculino,Sim,39,Sim,Enfermagem,4,Baixa,2
464122,Masculino,Sim,63,Sim,Artista,0,Media,4
459658,Masculino,Sim,60,Sim,Artista,1,Media,3
462757,Masculino,Nao,20,Nao,Enfermagem,1,Baixa,3
459529,Feminino,Sim,89,Nao,Direito,1,Alta,2
464916,Feminino,,31,,Medicina,9,Alta,2
465920,Masculino,Nao,43,Sim,Empreendedorismo,1,Baixa,4
463262,Feminino,Sim,70,Nao,Direito,3,Alta,2
465631,Masculino,Nao,35,Sim,Artista,9,Baixa,1
467164,Masculino,Sim,42,Sim,Artista,0,Alta,2
467859,Masculino,Sim,39,Sim,Medicina,6,Media,2
461703,Feminino,Sim,29,Sim,Enfermagem,0,Baixa,2
460667,Feminino,Nao,38,Nao,Responsavel pela Casa,8,Baixa,
466097,Feminino,Sim,74,Nao,Direito,1,Baixa,1
464390,Masculino,Sim,41,Sim,Artista,1,Baixa,2
465423,Masculino,Sim,51,Sim,Entretenimento,0,Media,4
461337,Masculino,Sim,50,Sim,Empreendedorismo,1,Alta,3
463888,Masculino,Nao,23,Nao,Marketing,0,Baixa,3
460390,Masculino,Nao,36,Sim,Artista,9,Baixa,3
465286,Masculino,Nao,36,Sim,Artista,8,Baixa,1
460294,Feminino,Sim,50,Sim,Medicina,1,Baixa,2
460509,Masculino,Nao,23,Nao,Enfermagem,,Baixa,4
461248,Feminino,Nao,37,Nao,Enfermagem,1,Baixa,1
464336,Masculino,Sim,65,Sim,Empreendedorismo,0,Alta,4
467595,Feminino,Nao,26,Sim,Enfermagem,0,Baixa,1
466406,Masculino,Sim,55,Sim,Entretenimento,1,Baixa,3
465092,Masculino,Sim,65,Sim,Empreendedorismo,0,Alta,2
459492,Feminino,Sim,72,Sim,Direito,1,Alta,2
461426,Masculino,Sim,51,Sim,Artista,7,Media,2
467022,Masculino,Nao,25,Sim,Artista,1,Baixa,5
467330,Masculino,Sim,38,Nao,Empreendedorismo,0,Alta,3
459691,Masculino,Sim,55,Nao,Artista,,Media,2
466161,Masculino,Sim,46,Nao,Artista,0,Media,
461320,Feminino,Nao,39,Sim,Artista,0,Baixa,3
466283,Feminino,Sim,62,Sim,Artista,0,Alta,2
463705,Feminino,Sim,37,Sim,Artista,4,Media,2
465821,Feminino,Nao,28,Nao,Engenharia,3,Baixa,7
467457,Feminino,Nao,32,Sim,Marketing,1,Baixa,6
466543,Masculino,Nao,31,Sim,Medicina,14,Baixa,2
463772,Feminino,Nao,31,Nao,Enfermagem,1,Baixa,3
465881,Masculino,Nao,43,Sim,Artista,8,Baixa,
459757,Masculino,Sim,67,Sim,Artista,1,Media,2
464452,Feminino,Nao,72,Sim,Direito,0,Baixa,1
463839,Feminino,Sim,57,Nao,Engenharia,0,Baixa,3
462777,Masculino,,58,Nao,Empreendedorismo,,Alta,3
464368,Masculino,Sim,36,Sim,Entretenimento,4,Media,2
466923,Feminino,Nao,21,Nao,Responsavel pela Casa,9,Baixa,1
459878,Masculino,Sim,47,Nao,Entretenimento,1,Media,5
467279,Feminino,Nao,25,Sim,Entretenimento,8,Baixa,3
465604,Feminino,Sim,41,Nao,Engenharia,9,Media,2
460787,Masculino,Nao,29,Sim,Enfermagem,0,Baixa,4
466240,Masculino,Nao,21,Nao,Enfermagem,0,Baixa,3
466621,Masculino,Sim,66,Sim,Direito,0,Baixa,1
464619,Masculino,Sim,27,Sim,Entretenimento,10,Baixa,2
462722,Feminino,Nao,27,Nao,Responsavel pela Casa,,Baixa,4
467404,Masculino,Sim,52,Sim,Artista,4,Baixa,1
461314,Masculino,Sim,46,Sim,Artista,1,Media,3
463340,Feminino,Nao,23,Nao,Enfermagem,0,Baixa,4
467870,Masculino,Nao,27,Sim,Entretenimento,0,Baixa,5
462200,Feminino,Sim,52,Sim,Medicina,1,Baixa,3
465591,Masculino,Sim,65,Nao,Artista,0,Media,2
461002,Masculino,Nao,42,Nao,Entretenimento,,Baixa,3
460812,Masculino,Sim,59,Nao,Entretenimento,1,Baixa,2
467105,Feminino,Sim,45,Sim,Direito,0,Baixa,1
460630,Masculino,Sim,18,Nao,Empreendedorismo,,Media,
462037,Feminino,Sim,61,Nao,Engenharia,1,Alta,3
461726,Feminino,Sim,53,Sim,Artista,1,Media,4
463577,Feminino,Sim,37,Sim,Medicina,1,Media,2
463038,Masculino,Sim,63,Sim,Empreendedorismo,0,Alta,5
464753,Feminino,Nao,33,Nao,Marketing,,Baixa,5
464928,Feminino,Sim,50,Sim,Artista,1,Baixa,3
467312,Feminino,Sim,62,Sim,Artista,1,Baixa,2
464887,Masculino,Sim,49,Sim,Artista,1,Media,8
460555,Masculino,Sim,46,Sim,Responsavel pela Casa,6,Media,3
466661,Masculino,Nao,27,,Medicina,0,Baixa,
461329,Masculino,Sim,53,Sim,Empreendedorismo,1,Alta,4
459648,Feminino,Sim,42,Sim,Artista,2,Alta,2
460835,Feminino,Sim,28,Sim,Artista,0,Baixa,1
463827,Feminino,Sim,49,Sim,Engenharia,1,Media,4
460868,Masculino,Sim,35,Sim,Artista,1,Media,2
462566,Feminino,Sim,27,Nao,Medicina,0,Baixa,
467485,Masculino,Sim,58,Sim,Direito,0,Alta,2
467351,Masculino,Sim,41,Nao,Artista,8,Media,2
465864,Masculino,Sim,32,Sim,Entretenimento,9,Media,2
467232,Masculino,Nao,33,Nao,Entretenimento,0,Baixa,2
466855,Masculino,Sim,69,Nao,Entretenimento,0,Baixa,5
467238,Feminino,Nao,31,Nao,Medicina,6,Baixa,4
467537,Feminino,Sim,68,Nao,Direito,,Alta,3
463654,Feminino,Nao,39,Nao,Engenharia,4,Baixa,3
459047,Feminino,Nao,21,Nao,Enfermagem,1,Baixa,5
462994,Feminino,Sim,39,Nao,Artista,,Media,3
464363,Feminino,Sim,41,Sim,Artista,9,Baixa,1
462565,Masculino,Sim,49,Sim,Artista,1,Media,4
463226,Feminino,Sim,38,Sim,Empreendedorismo,0,Media,2
461232,Feminino,Sim,36,Sim,Empreendedorismo,,Alta,
467671,Feminino,Sim,52,Sim,Artista,9,Baixa,4
460374,Feminino,Nao,46,Sim,Artista,6,Baixa,2
463077,Masculino,Nao,28,Nao,Medicina,4,Baixa,3
462719,Feminino,Sim,55,Sim,Artista,0,Alta,5
459729,Feminino,Nao,41,Sim,Enfermagem,1,Baixa,1
459084,Masculino,Sim,47,Nao,Empreendedorismo,0,Alta,2
467924,Masculino,Sim,52,Sim,Artista,0,Baixa,3
465439,Feminino,Sim,45,Sim,Artista,4,Alta,4
462899,Masculino,Nao,32,Nao,Enfermagem,,Baixa,3
466712,Masculino,Sim,78,Sim,Direito,1,Baixa,1
467433,Masculino,Nao,45,,Artista,0,Baixa,1
462642,Masculino,Sim,39,Nao,Empreendedorismo,,Media,7
460983,Masculino,Sim,38,Nao,Medicina,0,Alta,4
464008,Feminino,Sim,50,Sim,Artista,1,Media,4
461702,Feminino,Sim,53,Sim,Engenharia,8,Alta,4
464312,Masculino,Nao,43,Sim,Artista,1,Baixa,1
462818,Masculino,Sim,59,Sim,Artista,1,Media,3
466045,Feminino,Nao,38,Nao,Entretenimento,8,Baixa,2
461889,Masculino,Sim,42,Sim,Artista,2,Media,2
467945,Masculino,Sim,65,Sim,Artista,0,Media,2
464322,Masculino,Sim,79,Sim,Direito,0,Baixa,2
465637,Feminino,Nao,41,Sim,Artista,1,Baixa,1
462058,Masculino,Sim,42,Sim,Entretenimento,9,Baixa,2
459368,Masculino,Sim,28,Nao,Empreendedorismo,,Baixa,7
462500,Masculino,Sim,49,Sim,Medicina,1,Media,2
466948,Masculino,Sim,58,Sim,Artista,1,Baixa,2
461606,Masculino,Sim,69,Sim,Direito,0,Alta,3
466184,Feminino,Nao,35,Sim,Artista,3,Baixa,1
466014,Feminino,Sim,47,Nao,Engenharia,0,Alta,2
462890,Feminino,Nao,25,Sim,Marketing,12,Baixa,1
464909,Feminino,Sim,38,Sim,Responsavel pela Casa,0,Baixa,2
459554,Feminino,Nao,25,Nao,Engenharia,8,Baixa,3
462429,Masculino,Sim,76,Nao,Direito,0,Baixa,1
463605,Feminino,Nao,23,Nao,Enfermagem,0,Baixa,5
459531,Masculino,Nao,38,Sim,Marketing,3,Baixa,
464608,Feminino,Sim,49,Sim,Artista,0,Media,3
459960,Feminino,Sim,56,Sim,,1,Baixa,1
459597,Feminino,Sim,71,Sim,Artista,1,Alta,2
464497,Feminino,Nao,39,Nao,Engenharia,0,Baixa,3
467150,Feminino,Nao,41,Sim,Artista,8,Baixa,3
464832,Masculino,Sim,66,Nao,Direito,1,Baixa,
466829,Feminino,Sim,27,Nao,Responsavel pela Casa,10,Baixa,1
459508,Feminino,Nao,23,Nao,Enfermagem,,Baixa,3
463506,Feminino,Sim,35,Sim,Artista,2,Media,2
466475,Feminino,Sim,33,Nao,Artista,,Baixa,2
462546,Feminino,Nao,21,Nao,Empreendedorismo,8,Baixa,
467448,Feminino,Sim,49,Nao,Engenharia,0,Baixa,1
462852,Masculino,Sim,42,Nao,Engenharia,9,Baixa,3
462072,Masculino,Nao,39,Sim,Artista,0,Baixa,1
463211,Masculino,Sim,68,Sim,Direito,8,Baixa,1
464059,Masculino,Sim,57,Sim,Artista,1,Baixa,1
463746,Masculino,Nao,38,Sim,Artista,0,Baixa,1
465671,Feminino,Sim,35,Nao,Engenharia,2,Media,5
461729,Feminino,Sim,41,Sim,Marketing,0,Baixa,3
464849,Masculino,Sim,40,Sim,Artista,0,Media,4
461100,Feminino,Nao,32,Sim,Enfermagem,,Baixa,3
466434,Masculino,Sim,53,Sim,Artista,0,Media,4
467305,Feminino,Sim,38,Sim,Responsavel pela Casa,8,Media,3
466270,Feminino,Sim,68,Nao,Marketing,0,Baixa,2
463479,Masculino,Nao,30,Nao,Empreendedorismo,1,Baixa,2
467471,Masculino,Sim,52,Nao,Entretenimento,4,Media,5
459159,Masculino,Sim,80,Sim,Direito,1,Baixa,1
465980,Feminino,Nao,31,Sim,Enfermagem,1,Baixa,7
467713,Feminino,Sim,38,Nao,Empreendedorismo,,Media,4
467528,Masculino,Sim,87,Nao,Empreendedorismo,0,Alta,2
461278,Masculino,Nao,23,Nao,Enfermagem,1,Baixa,4
466964,Masculino,Nao,45,Sim,Artista,5,Baixa,1
460607,Masculino,Sim,36,Sim,Artista,9,Media,4
462825,Masculino,Sim,41,Nao,Empreendedorismo,1,Alta,2
459899,Feminino,Sim,48,Sim,Artista,0,Baixa,4
460936,Masculino,Sim,70,Sim,Empreendedorismo,1,Alta,5
458991,Feminino,Sim,84,Sim,Direito,3,Alta,2
460028,Masculino,Sim,39,Sim,Enfermagem,11,Media,2
464281,Feminino,Nao,39,Sim,Artista,0,Baixa,1
463443,Masculino,Sim,50,Sim,Artista,1,Media,4
460949,Masculino,Sim,40,Sim,Medicina,1,Baixa,5
466602,Masculino,Sim,39,Sim,Artista,,Media,2
459044,Masculino,Sim,38,Sim,Artista,4,Media,3
460786,Masculino,Sim,71,Nao,Direito,1,Alta,2
465968,Feminino,Nao,35,Sim,Artista,10,Baixa,1
460039,Masculino,Sim,27,Sim,Enfermagem,5,Baixa,5
462892,Masculino,Sim,33,Nao,Enfermagem,8,Media,3
462652,Masculino,Sim,37,Nao,Artista,,Media,3
465050,Masculino,Sim,74,Sim,Direito,1,Alta,2
461793,Masculino,Nao,20,Nao,Marketing,0,Baixa,2
460781,Feminino,Sim,30,Nao,Entretenimento,1,Alta,4
463649,Masculino,Nao,22,Nao,Medicina,0,Baixa,4
466969,Feminino,Nao,43,Sim,Responsavel pela Casa,9,Baixa,1
462030,Masculino,Nao,36,Sim,Artista,11,Baixa,2
463735,Masculino,Nao,29,Sim,Enfermagem,4,Baixa,2
464134,Feminino,Nao,43,Sim,Entretenimento,0,Baixa,6
460195,Masculino,Nao,38,Sim,Entretenimento,7,Baixa,1
464089,Feminino,Sim,40,Sim,Artista,5,Alta,5
466643,Feminino,Sim,68,Sim,Direito,9,Alta,4
461313,Masculino,Sim,57,Sim,Artista,1,Media,
460418,Feminino,Nao,35,Sim,Entretenimento,9,Baixa,2
461303,Feminino,Nao,23,Nao,Medicina,7,Baixa,4
467049,Masculino,Nao,50,Sim,Artista,1,Baixa,1
459674,Feminino,Nao,32,Sim,Medicina,0,Baixa,5
466910,Masculino,Sim,59,Sim,Entretenimento,9,Baixa,1
466459,Feminino,Nao,30,Sim,Enfermagem,3,Baixa,5
463085,Feminino,Nao,35,Sim,Artista,0,Baixa,1
461533,Masculino,Nao,48,Sim,Enfermagem,1,Baixa,2
461187,Masculino,Nao,29,Nao,Enfermagem,9,Baixa,4
461432,Feminino,Sim,40,Sim,Artista,1,Media,2
463978,Masculino,Sim,38,Sim,Artista,1,Media,3
459383,Masculino,Sim,36,Nao,Engenharia,0,Baixa,1
464020,Masculino,Nao,20,Nao,Enfermagem,0,Baixa,4
467394,Masculino,Nao,29,Nao,Enfermagem,6,Baixa,3
464539,Masculino,Sim,42,Nao,Empreendedorismo,3,Alta,3
461529,Feminino,Sim,35,Sim,Entretenimento,1,Baixa,1
464943,Feminino,Sim,37,Nao,Engenharia,1,Media,6
466147,Feminino,Sim,52,Nao,Artista,0,Media,4
466263,Masculino,Nao,53,Sim,Artista,0,Baixa,2
461812,Masculino,Sim,30,Nao,Artista,9,Alta,6
466848,Feminino,Sim,65,Sim,Artista,1,Baixa,2
467933,Feminino,Nao,23,Nao,Enfermagem,1,Baixa,3
463957,Feminino,Nao,32,Nao,Entretenimento,0,Baixa,3
462175,Feminino,Nao,36,Sim,Responsavel pela Casa,9,Baixa,1
465818,Masculino,Nao,27,Nao,Entretenimento,1,Baixa,3
467190,Masculino,Sim,36,Sim,Empreendedorismo,0,Baixa,2
467848,Masculino,Nao,37,Sim,Artista,12,Baixa,1
462249,Masculino,Nao,29,Nao,Entretenimento,0,Baixa,3
459311,Masculino,Nao,29,Sim,Empreendedorismo,0,Baixa,5
462610,Masculino,Nao,27,Sim,Medicina,1,Baixa,6
467309,Feminino,Nao,35,Sim,Engenharia,2,Baixa,1
467365,Masculino,Nao,40,Sim,Artista,1,Baixa,1
461913,Masculino,Nao,37,Sim,Entretenimento,6,Baixa,4
462617,Masculino,Nao,19,Nao,Enfermagem,0,Baixa,5
465485,Masculino,Nao,29,Sim,Enfermagem,0,Baixa,4
461316,Feminino,Sim,53,Sim,Artista,0,Media,2
460501,Masculino,Nao,25,Sim,Enfermagem,0,Baixa,
460556,Feminino,Sim,38,Sim,,1,Baixa,1
463036,Masculino,Sim,48,Sim,Artista,,Baixa,6
461079,Feminino,Nao,26,Nao,Engenharia,4,Baixa,1
465120,Feminino,Nao,30,Sim,Enfermagem,0,Baixa,4
464671,Masculino,Nao,30,Nao,Entretenimento,1,Baixa,2
465367,Masculino,Sim,69,Nao,Empreendedorismo,1,Alta,3
467088,Masculino,Sim,57,Sim,Artista,0,Baixa,1
463887,Feminino,Sim,56,Sim,Artista,4,Media,2
460250,Masculino,Nao,27,Sim,Enfermagem,8,Baixa,4
465316,Masculino,Nao,21,Nao,Enfermagem,0,Baixa,6
464713,Feminino,Sim,71,Sim,Artista,0,Alta,4
465764,Feminino,Nao,39,Sim,Entretenimento,8,Baixa,4
467080,Feminino,Sim,87,Sim,Direito,1,Alta,2
460683,Masculino,Sim,59,Nao,Entretenimento,6,Media,3
460042,Masculino,Nao,32,Sim,Marketing,8,Baixa,1
463025,Masculino,Sim,40,Nao,Empreendedorismo,7,Baixa,4
459731,Feminino,Sim,58,Sim,Artista,0,Alta,3
460955,Masculino,Nao,19,Nao,Enfermagem,,Baixa,5
462179,Feminino,Nao,31,Sim,Marketing,0,Baixa,9
463147,Masculino,Nao,31,Nao,Enfermagem,,Baixa,4
462639,Feminino,Sim,43,Nao,Engenharia,,Media,2
465722,Masculino,Sim,47,Nao,,1,Baixa,5
